,date,area,average_price,code,houses_sold,no_of_crimes,borough_flag
1477,2017-09-01,east of england,288342,E12000006,9298.0,-,0
1478,2017-10-01,east of england,288473,E12000006,9203.0,-,0
1479,2017-11-01,east of england,287143,E12000006,9100.0,-,0
1480,2017-12-01,east of england,289022,E12000006,8965.0,-,0
1481,2018-01-01,east of england,288947,E12000006,6952.0,-,0
1482,2018-02-01,east of england,288286,E12000006,6994.0,-,0
1483,2018-03-01,east of england,286499,E12000006,8068.0,-,0
1484,2018-04-01,east of england,287656,E12000006,6977.0,-,0
1485,2018-05-01,east of england,288222,E12000006,8271.0,-,0
1486,2018-06-01,east of england,289469,E12000006,8881.0,-,0
1487,2018-07-01,east of england,293936,E12000006,8565.0,-,0
1488,2018-08-01,east of england,294035,E12000006,10245.0,-,0
1489,2018-09-01,east of england,292574,E12000006,8082.0,-,0
1490,2018-10-01,east of england,292886,E12000006,8920.0,-,0
1491,2018-11-01,east of england,293282,E12000006,9546.0,-,0
1492,2018-12-01,east of england,290886,E12000006,8085.0,-,0
1493,2019-01-01,east of england,288659,E12000006,6373.0,-,0
1494,2019-02-01,east of england,290079,E12000006,6737.0,-,0
1495,2019-03-01,east of england,287320,E12000006,7500.0,-,0
1496,2019-04-01,east of england,288556,E12000006,7071.0,-,0
1497,2019-05-01,east of england,289326,E12000006,7493.0,-,0
1498,2019-06-01,east of england,289237,E12000006,7761.0,-,0
1499,2019-07-01,east of england,291491,E12000006,8668.0,-,0
1500,2019-08-01,east of england,291192,E12000006,8783.0,-,0
1501,2019-09-01,east of england,292645,E12000006,7812.0,-,0
1502,2019-10-01,east of england,291566,E12000006,8184.0,-,0
1503,2019-11-01,east of england,289917,E12000006,7882.0,-,0
1504,2019-12-01,east of england,293497,E12000006,-,-,0
1505,2020-01-01,east of england,286999,E12000006,-,-,0
1506,1995-01-01,west midlands,48528,E12000005,4199.0,-,0
1507,1995-02-01,west midlands,49341,E12000005,4633.0,-,0
1508,1995-03-01,west midlands,49442,E12000005,6262.0,-,0
1509,1995-04-01,west midlands,49456,E12000005,5218.0,-,0
1510,1995-05-01,west midlands,50370,E12000005,6094.0,-,0
1511,1995-06-01,west midlands,50100,E12000005,6916.0,-,0
1512,1995-07-01,west midlands,49860,E12000005,6022.0,-,0
1513,1995-08-01,west midlands,49598,E12000005,6518.0,-,0
1514,1995-09-01,west midlands,49320,E12000005,6439.0,-,0
1515,1995-10-01,west midlands,49598,E12000005,5730.0,-,0
1516,1995-11-01,west midlands,48500,E12000005,6011.0,-,0
1517,1995-12-01,west midlands,49030,E12000005,6739.0,-,0
1518,1996-01-01,west midlands,47952,E12000005,4473.0,-,0
1519,1996-02-01,west midlands,48646,E12000005,4907.0,-,0
1520,1996-03-01,west midlands,48811,E12000005,6249.0,-,0
1521,1996-04-01,west midlands,48753,E12000005,5583.0,-,0
1522,1996-05-01,west midlands,50098,E12000005,7627.0,-,0
1523,1996-06-01,west midlands,49846,E12000005,7038.0,-,0
1524,1996-07-01,west midlands,50430,E12000005,7839.0,-,0
1525,1996-08-01,west midlands,51189,E12000005,8648.0,-,0
1526,1996-09-01,west midlands,50847,E12000005,7250.0,-,0
1527,1996-10-01,west midlands,50979,E12000005,7734.0,-,0
1528,1996-11-01,west midlands,51598,E12000005,8995.0,-,0
1529,1996-12-01,west midlands,51418,E12000005,7759.0,-,0
1530,1997-01-01,west midlands,51120,E12000005,6093.0,-,0
1531,1997-02-01,west midlands,51443,E12000005,6084.0,-,0
1532,1997-03-01,west midlands,52104,E12000005,6797.0,-,0
1533,1997-04-01,west midlands,52548,E12000005,6923.0,-,0
1534,1997-05-01,west midlands,53616,E12000005,8552.0,-,0
1535,1997-06-01,west midlands,53806,E12000005,8614.0,-,0
1536,1997-07-01,west midlands,54310,E12000005,8849.0,-,0
1537,1997-08-01,west midlands,55301,E12000005,9032.0,-,0
1538,1997-09-01,west midlands,54852,E12000005,7786.0,-,0
1539,1997-10-01,west midlands,54235,E12000005,8705.0,-,0
1540,1997-11-01,west midlands,54736,E12000005,7512.0,-,0
1541,1997-12-01,west midlands,55536,E12000005,7784.0,-,0
1542,1998-01-01,west midlands,55163,E12000005,5253.0,-,0
1543,1998-02-01,west midlands,55109,E12000005,5693.0,-,0
1544,1998-03-01,west midlands,55160,E12000005,6892.0,-,0
1545,1998-04-01,west midlands,56192,E12000005,6854.0,-,0
1546,1998-05-01,west midlands,56858,E12000005,8083.0,-,0
1547,1998-06-01,west midlands,57404,E12000005,8042.0,-,0
1548,1998-07-01,west midlands,57718,E12000005,9647.0,-,0
1549,1998-08-01,west midlands,58324,E12000005,8019.0,-,0
1550,1998-09-01,west midlands,57766,E12000005,7355.0,-,0
1551,1998-10-01,west midlands,57781,E12000005,8304.0,-,0
1552,1998-11-01,west midlands,57647,E12000005,7571.0,-,0
1553,1998-12-01,west midlands,57832,E12000005,7632.0,-,0
1554,1999-01-01,west midlands,58274,E12000005,5509.0,-,0
1555,1999-02-01,west midlands,57670,E12000005,5711.0,-,0
1556,1999-03-01,west midlands,58333,E12000005,7300.0,-,0
1557,1999-04-01,west midlands,59152,E12000005,8147.0,-,0
1558,1999-05-01,west midlands,59886,E12000005,8281.0,-,0
1559,1999-06-01,west midlands,60904,E12000005,8518.0,-,0
1560,1999-07-01,west midlands,61658,E12000005,10942.0,-,0
1561,1999-08-01,west midlands,62499,E12000005,9557.0,-,0
1562,1999-09-01,west midlands,62542,E12000005,9082.0,-,0
1563,1999-10-01,west midlands,63172,E12000005,9858.0,-,0
1564,1999-11-01,west midlands,63408,E12000005,9449.0,-,0
1565,1999-12-01,west midlands,63944,E12000005,9443.0,-,0
1566,2000-01-01,west midlands,63833,E12000005,6080.0,-,0
1567,2000-02-01,west midlands,64137,E12000005,6650.0,-,0
1568,2000-03-01,west midlands,64648,E12000005,8887.0,-,0
1569,2000-04-01,west midlands,66676,E12000005,8051.0,-,0
1570,2000-05-01,west midlands,67270,E12000005,8506.0,-,0
1571,2000-06-01,west midlands,68165,E12000005,10020.0,-,0
1572,2000-07-01,west midlands,68916,E12000005,9127.0,-,0
1573,2000-08-01,west midlands,69835,E12000005,9019.0,-,0
1574,2000-09-01,west midlands,69754,E12000005,8790.0,-,0
1575,2000-10-01,west midlands,69406,E12000005,7744.0,-,0
1576,2000-11-01,west midlands,70594,E12000005,7871.0,-,0
1577,2000-12-01,west midlands,71234,E12000005,8656.0,-,0
1578,2001-01-01,west midlands,71065,E12000005,5867.0,-,0
1579,2001-02-01,west midlands,71384,E12000005,6124.0,-,0
1580,2001-03-01,west midlands,72689,E12000005,8282.0,-,0
1581,2001-04-01,west midlands,74436,E12000005,7752.0,-,0
1582,2001-05-01,west midlands,75471,E12000005,9202.0,-,0
1583,2001-06-01,west midlands,76019,E12000005,10469.0,-,0
1584,2001-07-01,west midlands,76463,E12000005,10007.0,-,0
1585,2001-08-01,west midlands,78646,E12000005,11534.0,-,0
1586,2001-09-01,west midlands,78671,E12000005,8874.0,-,0
1587,2001-10-01,west midlands,78652,E12000005,9858.0,-,0
1588,2001-11-01,west midlands,79834,E12000005,10494.0,-,0
1589,2001-12-01,west midlands,80779,E12000005,8973.0,-,0
1590,2002-01-01,west midlands,80653,E12000005,6658.0,-,0
1591,2002-02-01,west midlands,80881,E12000005,7379.0,-,0
1592,2002-03-01,west midlands,83416,E12000005,9880.0,-,0
1593,2002-04-01,west midlands,85464,E12000005,9200.0,-,0
1594,2002-05-01,west midlands,88015,E12000005,12502.0,-,0
1595,2002-06-01,west midlands,90683,E12000005,9611.0,-,0
1596,2002-07-01,west midlands,92437,E12000005,11814.0,-,0
1597,2002-08-01,west midlands,95134,E12000005,11753.0,-,0
1598,2002-09-01,west midlands,96813,E12000005,9688.0,-,0
1599,2002-10-01,west midlands,98653,E12000005,10090.0,-,0
1600,2002-11-01,west midlands,100767,E12000005,10638.0,-,0
1601,2002-12-01,west midlands,102749,E12000005,9745.0,-,0
1602,2003-01-01,west midlands,104468,E12000005,7434.0,-,0
1603,2003-02-01,west midlands,104109,E12000005,7275.0,-,0
1604,2003-03-01,west midlands,107284,E12000005,7602.0,-,0
1605,2003-04-01,west midlands,108791,E12000005,7781.0,-,0
1606,2003-05-01,west midlands,111250,E12000005,8829.0,-,0
1607,2003-06-01,west midlands,111828,E12000005,9142.0,-,0
1608,2003-07-01,west midlands,114213,E12000005,9720.0,-,0
1609,2003-08-01,west midlands,117481,E12000005,10411.0,-,0
1610,2003-09-01,west midlands,116867,E12000005,9881.0,-,0
1611,2003-10-01,west midlands,118832,E12000005,11359.0,-,0
1612,2003-11-01,west midlands,120803,E12000005,10563.0,-,0
1613,2003-12-01,west midlands,123394,E12000005,10875.0,-,0
1614,2004-01-01,west midlands,122858,E12000005,7782.0,-,0
1615,2004-02-01,west midlands,124026,E12000005,8319.0,-,0
1616,2004-03-01,west midlands,125958,E12000005,9281.0,-,0
1617,2004-04-01,west midlands,129480,E12000005,10496.0,-,0
1618,2004-05-01,west midlands,131961,E12000005,9982.0,-,0
1619,2004-06-01,west midlands,136181,E12000005,10830.0,-,0
1620,2004-07-01,west midlands,138858,E12000005,12045.0,-,0
1621,2004-08-01,west midlands,140986,E12000005,10316.0,-,0
1622,2004-09-01,west midlands,141105,E12000005,8760.0,-,0
1623,2004-10-01,west midlands,142228,E12000005,8606.0,-,0
1624,2004-11-01,west midlands,142444,E12000005,7595.0,-,0
1625,2004-12-01,west midlands,142696,E12000005,7816.0,-,0
1626,2005-01-01,west midlands,140028,E12000005,4909.0,-,0
1627,2005-02-01,west midlands,141548,E12000005,5427.0,-,0
1628,2005-03-01,west midlands,141930,E12000005,6491.0,-,0
1629,2005-04-01,west midlands,143202,E12000005,7712.0,-,0
1630,2005-05-01,west midlands,144167,E12000005,7633.0,-,0
1631,2005-06-01,west midlands,146219,E12000005,8951.0,-,0
1632,2005-07-01,west midlands,147649,E12000005,9091.0,-,0
1633,2005-08-01,west midlands,148529,E12000005,8833.0,-,0
1634,2005-09-01,west midlands,147680,E12000005,8943.0,-,0
1635,2005-10-01,west midlands,147573,E12000005,8230.0,-,0
1636,2005-11-01,west midlands,148518,E12000005,8712.0,-,0
1637,2005-12-01,west midlands,148914,E12000005,9778.0,-,0
1638,2006-01-01,west midlands,147576,E12000005,6843.0,-,0
1639,2006-02-01,west midlands,148738,E12000005,7057.0,-,0
1640,2006-03-01,west midlands,148994,E12000005,9468.0,-,0
1641,2006-04-01,west midlands,150422,E12000005,8468.0,-,0
1642,2006-05-01,west midlands,154180,E12000005,9476.0,-,0
1643,2006-06-01,west midlands,153497,E12000005,11271.0,-,0
1644,2006-07-01,west midlands,153551,E12000005,9937.0,-,0
1645,2006-08-01,west midlands,155921,E12000005,10642.0,-,0
1646,2006-09-01,west midlands,156665,E12000005,10435.0,-,0
1647,2006-10-01,west midlands,156493,E12000005,10289.0,-,0
1648,2006-11-01,west midlands,157410,E12000005,10511.0,-,0
1649,2006-12-01,west midlands,158291,E12000005,11472.0,-,0
1650,2007-01-01,west midlands,157384,E12000005,7705.0,-,0
1651,2007-02-01,west midlands,157787,E12000005,7614.0,-,0
1652,2007-03-01,west midlands,158644,E12000005,9816.0,-,0
1653,2007-04-01,west midlands,161809,E12000005,8414.0,-,0
1654,2007-05-01,west midlands,162202,E12000005,9436.0,-,0
1655,2007-06-01,west midlands,162624,E12000005,11228.0,-,0
1656,2007-07-01,west midlands,163918,E12000005,10099.0,-,0
1657,2007-08-01,west midlands,165807,E12000005,10693.0,-,0
1658,2007-09-01,west midlands,165011,E12000005,8677.0,-,0
1659,2007-10-01,west midlands,165390,E12000005,9137.0,-,0
1660,2007-11-01,west midlands,164201,E12000005,9266.0,-,0
1661,2007-12-01,west midlands,165241,E12000005,7362.0,-,0
1662,2008-01-01,west midlands,161758,E12000005,5045.0,-,0
1663,2008-02-01,west midlands,162208,E12000005,5630.0,-,0
1664,2008-03-01,west midlands,160432,E12000005,5244.0,-,0
1665,2008-04-01,west midlands,159743,E12000005,5761.0,-,0
1666,2008-05-01,west midlands,161333,E12000005,5996.0,-,0
1667,2008-06-01,west midlands,159656,E12000005,5611.0,-,0
1668,2008-07-01,west midlands,156057,E12000005,4826.0,-,0
1669,2008-08-01,west midlands,153811,E12000005,4395.0,-,0
1670,2008-09-01,west midlands,151810,E12000005,3746.0,-,0
1671,2008-10-01,west midlands,148779,E12000005,4101.0,-,0
1672,2008-11-01,west midlands,144774,E12000005,3376.0,-,0
1673,2008-12-01,west midlands,141893,E12000005,3472.0,-,0
1674,2009-01-01,west midlands,139999,E12000005,2356.0,-,0
1675,2009-02-01,west midlands,138503,E12000005,2566.0,-,0
1676,2009-03-01,west midlands,136966,E12000005,3224.0,-,0
1677,2009-04-01,west midlands,137313,E12000005,3376.0,-,0
1678,2009-05-01,west midlands,139243,E12000005,3865.0,-,0
1679,2009-06-01,west midlands,139485,E12000005,4470.0,-,0
1680,2009-07-01,west midlands,143597,E12000005,5279.0,-,0
1681,2009-08-01,west midlands,144704,E12000005,4887.0,-,0
1682,2009-09-01,west midlands,144956,E12000005,4779.0,-,0
1683,2009-10-01,west midlands,146929,E12000005,5648.0,-,0
1684,2009-11-01,west midlands,146230,E12000005,5002.0,-,0
1685,2009-12-01,west midlands,148354,E12000005,6360.0,-,0
1686,2010-01-01,west midlands,146424,E12000005,2914.0,-,0
1687,2010-02-01,west midlands,147484,E12000005,3423.0,-,0
1688,2010-03-01,west midlands,146692,E12000005,4286.0,-,0
1689,2010-04-01,west midlands,149119,E12000005,4417.0,-,0
1690,2010-05-01,west midlands,149465,E12000005,4263.0,-,0
1691,2010-06-01,west midlands,150817,E12000005,5134.0,-,0
1692,2010-07-01,west midlands,151124,E12000005,5691.0,-,0
1693,2010-08-01,west midlands,150663,E12000005,5194.0,-,0
1694,2010-09-01,west midlands,152089,E12000005,4891.0,-,0
1695,2010-10-01,west midlands,149193,E12000005,5118.0,-,0
1696,2010-11-01,west midlands,149168,E12000005,4768.0,-,0
1697,2010-12-01,west midlands,148525,E12000005,4973.0,-,0
1698,2011-01-01,west midlands,146490,E12000005,3144.0,-,0
1699,2011-02-01,west midlands,144486,E12000005,3347.0,-,0
1700,2011-03-01,west midlands,143209,E12000005,4000.0,-,0
1701,2011-04-01,west midlands,145562,E12000005,4289.0,-,0
1702,2011-05-01,west midlands,145692,E12000005,4121.0,-,0
1703,2011-06-01,west midlands,145807,E12000005,5046.0,-,0
1704,2011-07-01,west midlands,146184,E12000005,5252.0,-,0
1705,2011-08-01,west midlands,146183,E12000005,5272.0,-,0
1706,2011-09-01,west midlands,147655,E12000005,5379.0,-,0
1707,2011-10-01,west midlands,144812,E12000005,5050.0,-,0
1708,2011-11-01,west midlands,145825,E12000005,5200.0,-,0
1709,2011-12-01,west midlands,143628,E12000005,5634.0,-,0
1710,2012-01-01,west midlands,145071,E12000005,3688.0,-,0
1711,2012-02-01,west midlands,143615,E12000005,3769.0,-,0
1712,2012-03-01,west midlands,144779,E12000005,5350.0,-,0
1713,2012-04-01,west midlands,144490,E12000005,3737.0,-,0
1714,2012-05-01,west midlands,144126,E12000005,4490.0,-,0
1715,2012-06-01,west midlands,147713,E12000005,5205.0,-,0
1716,2012-07-01,west midlands,147399,E12000005,4909.0,-,0
1717,2012-08-01,west midlands,147401,E12000005,5469.0,-,0
1718,2012-09-01,west midlands,147227,E12000005,4382.0,-,0
1719,2012-10-01,west midlands,145709,E12000005,4927.0,-,0
1720,2012-11-01,west midlands,146988,E12000005,5706.0,-,0
1721,2012-12-01,west midlands,147386,E12000005,4820.0,-,0
1722,2013-01-01,west midlands,145005,E12000005,3526.0,-,0
1723,2013-02-01,west midlands,145470,E12000005,4023.0,-,0
1724,2013-03-01,west midlands,145983,E12000005,4742.0,-,0
1725,2013-04-01,west midlands,146320,E12000005,4243.0,-,0
1726,2013-05-01,west midlands,147312,E12000005,5653.0,-,0
1727,2013-06-01,west midlands,149457,E12000005,5778.0,-,0
1728,2013-07-01,west midlands,150343,E12000005,6106.0,-,0
1729,2013-08-01,west midlands,151665,E12000005,6634.0,-,0
1730,2013-09-01,west midlands,149816,E12000005,5689.0,-,0
1731,2013-10-01,west midlands,151179,E12000005,6806.0,-,0
1732,2013-11-01,west midlands,151495,E12000005,7378.0,-,0
1733,2013-12-01,west midlands,152008,E12000005,6957.0,-,0
1734,2014-01-01,west midlands,152152,E12000005,5627.0,-,0
1735,2014-02-01,west midlands,151239,E12000005,5806.0,-,0
1736,2014-03-01,west midlands,153209,E12000005,6048.0,-,0
1737,2014-04-01,west midlands,155245,E12000005,6131.0,-,0
1738,2014-05-01,west midlands,155724,E12000005,7067.0,-,0
1739,2014-06-01,west midlands,157736,E12000005,7314.0,-,0
1740,2014-07-01,west midlands,158073,E12000005,7554.0,-,0
1741,2014-08-01,west midlands,160571,E12000005,8005.0,-,0
1742,2014-09-01,west midlands,160011,E12000005,7078.0,-,0
1743,2014-10-01,west midlands,159925,E12000005,7854.0,-,0
1744,2014-11-01,west midlands,159782,E12000005,6595.0,-,0
1745,2014-12-01,west midlands,160267,E12000005,7028.0,-,0
1746,2015-01-01,west midlands,158683,E12000005,4976.0,-,0
1747,2015-02-01,west midlands,160388,E12000005,5487.0,-,0
1748,2015-03-01,west midlands,159293,E12000005,6160.0,-,0
1749,2015-04-01,west midlands,161813,E12000005,5602.0,-,0
1750,2015-05-01,west midlands,162631,E12000005,7026.0,-,0
1751,2015-06-01,west midlands,164404,E12000005,7460.0,-,0
1752,2015-07-01,west midlands,166016,E12000005,8374.0,-,0
1753,2015-08-01,west midlands,167862,E12000005,7532.0,-,0
1754,2015-09-01,west midlands,167590,E12000005,7428.0,-,0
1755,2015-10-01,west midlands,167550,E12000005,8479.0,-,0
1756,2015-11-01,west midlands,168871,E12000005,7658.0,-,0
1757,2015-12-01,west midlands,169286,E12000005,7671.0,-,0
1758,2016-01-01,west midlands,169747,E12000005,5565.0,-,0
1759,2016-02-01,west midlands,168691,E12000005,6160.0,-,0
1760,2016-03-01,west midlands,169300,E12000005,11240.0,-,0
1761,2016-04-01,west midlands,172955,E12000005,5303.0,-,0
1762,2016-05-01,west midlands,174741,E12000005,6027.0,-,0
1763,2016-06-01,west midlands,176729,E12000005,7231.0,-,0
1764,2016-07-01,west midlands,176943,E12000005,7505.0,-,0
1765,2016-08-01,west midlands,178960,E12000005,8011.0,-,0
1766,2016-09-01,west midlands,178837,E12000005,7692.0,-,0
1767,2016-10-01,west midlands,177065,E12000005,6992.0,-,0
1768,2016-11-01,west midlands,179248,E12000005,7393.0,-,0
1769,2016-12-01,west midlands,179668,E12000005,7930.0,-,0
1770,2017-01-01,west midlands,178494,E12000005,5663.0,-,0
1771,2017-02-01,west midlands,179530,E12000005,6037.0,-,0
1772,2017-03-01,west midlands,179542,E12000005,7552.0,-,0
1773,2017-04-01,west midlands,181411,E12000005,6032.0,-,0
1774,2017-05-01,west midlands,183199,E12000005,6822.0,-,0
1775,2017-06-01,west midlands,185214,E12000005,8395.0,-,0
1776,2017-07-01,west midlands,187219,E12000005,7782.0,-,0
1777,2017-08-01,west midlands,189271,E12000005,8216.0,-,0
1778,2017-09-01,west midlands,188232,E12000005,7957.0,-,0
1779,2017-10-01,west midlands,188849,E12000005,7788.0,-,0
1780,2017-11-01,west midlands,188640,E12000005,7945.0,-,0
1781,2017-12-01,west midlands,190466,E12000005,7730.0,-,0
1782,2018-01-01,west midlands,187845,E12000005,5852.0,-,0
1783,2018-02-01,west midlands,190682,E12000005,6132.0,-,0
1784,2018-03-01,west midlands,190077,E12000005,7003.0,-,0
1785,2018-04-01,west midlands,191375,E12000005,5844.0,-,0
1786,2018-05-01,west midlands,191299,E12000005,6757.0,-,0
1787,2018-06-01,west midlands,193886,E12000005,8126.0,-,0
1788,2018-07-01,west midlands,196297,E12000005,7441.0,-,0
1789,2018-08-01,west midlands,182447,E12000005,3332.0,-,0
1790,2018-09-01,west midlands,183861,E12000005,2994.0,-,0
1791,2018-10-01,west midlands,183987,E12000005,3405.0,-,0
1792,2018-11-01,west midlands,184621,E12000005,3658.0,-,0
1793,2018-12-01,west midlands,185061,E12000005,2981.0,-,0
1794,2019-01-01,west midlands,195498,E12000005,5458.0,-,0
1795,2019-02-01,west midlands,197490,E12000005,6020.0,-,0
1796,2019-03-01,west midlands,195219,E12000005,6858.0,-,0
1797,2019-04-01,west midlands,195789,E12000005,6218.0,-,0
1798,2019-05-01,west midlands,197479,E12000005,6785.0,-,0
1799,2019-06-01,west midlands,196812,E12000005,6990.0,-,0
1800,2019-07-01,west midlands,197999,E12000005,6963.0,-,0
1801,2019-08-01,west midlands,201098,E12000005,7524.0,-,0
1802,2019-09-01,west midlands,201029,E12000005,6535.0,-,0
1803,2019-10-01,west midlands,200388,E12000005,7148.0,-,0
1804,2019-11-01,west midlands,201447,E12000005,6941.0,-,0
1805,2019-12-01,west midlands,199814,E12000005,-,-,0
1806,2020-01-01,west midlands,200628,E12000005,-,-,0
1807,1995-01-01,east midlands,45545,E12000004,3990.0,-,0
1808,1995-02-01,east midlands,46052,E12000004,4211.0,-,0
1809,1995-03-01,east midlands,45384,E12000004,5840.0,-,0
1810,1995-04-01,east midlands,46124,E12000004,4892.0,-,0
1811,1995-05-01,east midlands,45878,E12000004,5377.0,-,0
1812,1995-06-01,east midlands,45680,E12000004,6283.0,-,0
1813,1995-07-01,east midlands,46038,E12000004,5359.0,-,0
1814,1995-08-01,east midlands,45923,E12000004,5656.0,-,0
1815,1995-09-01,east midlands,45772,E12000004,5654.0,-,0
1816,1995-10-01,east midlands,45155,E12000004,5163.0,-,0
1817,1995-11-01,east midlands,44967,E12000004,5463.0,-,0
1818,1995-12-01,east midlands,45649,E12000004,6006.0,-,0
1819,1996-01-01,east midlands,44619,E12000004,3927.0,-,0
1820,1996-02-01,east midlands,44506,E12000004,4278.0,-,0
1821,1996-03-01,east midlands,45190,E12000004,5878.0,-,0
1822,1996-04-01,east midlands,45704,E12000004,5358.0,-,0
1823,1996-05-01,east midlands,45728,E12000004,6738.0,-,0
1824,1996-06-01,east midlands,46149,E12000004,6477.0,-,0
1825,1996-07-01,east midlands,46577,E12000004,7115.0,-,0
1826,1996-08-01,east midlands,47067,E12000004,7657.0,-,0
1827,1996-09-01,east midlands,46938,E12000004,6549.0,-,0
1828,1996-10-01,east midlands,46520,E12000004,6964.0,-,0
1829,1996-11-01,east midlands,47287,E12000004,7896.0,-,0
1830,1996-12-01,east midlands,47642,E12000004,7206.0,-,0
1831,1997-01-01,east midlands,46775,E12000004,5315.0,-,0
1832,1997-02-01,east midlands,47346,E12000004,5338.0,-,0
1833,1997-03-01,east midlands,47721,E12000004,6506.0,-,0
1834,1997-04-01,east midlands,48694,E12000004,6275.0,-,0
1835,1997-05-01,east midlands,49019,E12000004,7939.0,-,0
1836,1997-06-01,east midlands,48966,E12000004,8167.0,-,0
1837,1997-07-01,east midlands,50205,E12000004,8297.0,-,0
1838,1997-08-01,east midlands,50607,E12000004,8282.0,-,0
1839,1997-09-01,east midlands,50400,E12000004,7486.0,-,0
1840,1997-10-01,east midlands,50159,E12000004,7983.0,-,0
1841,1997-11-01,east midlands,50805,E12000004,6805.0,-,0
1842,1997-12-01,east midlands,50342,E12000004,7166.0,-,0
1843,1998-01-01,east midlands,50771,E12000004,4941.0,-,0
1844,1998-02-01,east midlands,50386,E12000004,5219.0,-,0
1845,1998-03-01,east midlands,50540,E12000004,6516.0,-,0
1846,1998-04-01,east midlands,51973,E12000004,6658.0,-,0
1847,1998-05-01,east midlands,52334,E12000004,7532.0,-,0
1848,1998-06-01,east midlands,52423,E12000004,7671.0,-,0
1849,1998-07-01,east midlands,52959,E12000004,8613.0,-,0
1850,1998-08-01,east midlands,53435,E12000004,7502.0,-,0
1851,1998-09-01,east midlands,53101,E12000004,6962.0,-,0
1852,1998-10-01,east midlands,52902,E12000004,7609.0,-,0
1853,1998-11-01,east midlands,52671,E12000004,7178.0,-,0
1854,1998-12-01,east midlands,53106,E12000004,7522.0,-,0
1855,1999-01-01,east midlands,53062,E12000004,4928.0,-,0
1856,1999-02-01,east midlands,52648,E12000004,5227.0,-,0
1857,1999-03-01,east midlands,53555,E12000004,7191.0,-,0
1858,1999-04-01,east midlands,55438,E12000004,7866.0,-,0
1859,1999-05-01,east midlands,54991,E12000004,7922.0,-,0
1860,1999-06-01,east midlands,55273,E12000004,8327.0,-,0
1861,1999-07-01,east midlands,56563,E12000004,10032.0,-,0
1862,1999-08-01,east midlands,57137,E12000004,9020.0,-,0
1863,1999-09-01,east midlands,57223,E12000004,8505.0,-,0
1864,1999-10-01,east midlands,57459,E12000004,9313.0,-,0
1865,1999-11-01,east midlands,58296,E12000004,8848.0,-,0
1866,1999-12-01,east midlands,58360,E12000004,8818.0,-,0
1867,2000-01-01,east midlands,58080,E12000004,5721.0,-,0
1868,2000-02-01,east midlands,58575,E12000004,6261.0,-,0
1869,2000-03-01,east midlands,59228,E12000004,8474.0,-,0
1870,2000-04-01,east midlands,60889,E12000004,7878.0,-,0
1871,2000-05-01,east midlands,61430,E12000004,8361.0,-,0
1872,2000-06-01,east midlands,62425,E12000004,9862.0,-,0
1873,2000-07-01,east midlands,63474,E12000004,8508.0,-,0
1874,2000-08-01,east midlands,64055,E12000004,8372.0,-,0
1875,2000-09-01,east midlands,64880,E12000004,8209.0,-,0
1876,2000-10-01,east midlands,63967,E12000004,7481.0,-,0
1877,2000-11-01,east midlands,64608,E12000004,7459.0,-,0
1878,2000-12-01,east midlands,65237,E12000004,8249.0,-,0
1879,2001-01-01,east midlands,65725,E12000004,5592.0,-,0
1880,2001-02-01,east midlands,65598,E12000004,5943.0,-,0
1881,2001-03-01,east midlands,65928,E12000004,8005.0,-,0
1882,2001-04-01,east midlands,67974,E12000004,7885.0,-,0
1883,2001-05-01,east midlands,69038,E12000004,8894.0,-,0
1884,2001-06-01,east midlands,70033,E12000004,10185.0,-,0
1885,2001-07-01,east midlands,70796,E12000004,10046.0,-,0
1886,2001-08-01,east midlands,72186,E12000004,11282.0,-,0
1887,2001-09-01,east midlands,72637,E12000004,8922.0,-,0
1888,2001-10-01,east midlands,73333,E12000004,9727.0,-,0
1889,2001-11-01,east midlands,74391,E12000004,10202.0,-,0
1890,2001-12-01,east midlands,75378,E12000004,8767.0,-,0
1891,2002-01-01,east midlands,75280,E12000004,6356.0,-,0
1892,2002-02-01,east midlands,76450,E12000004,6914.0,-,0
1893,2002-03-01,east midlands,78292,E12000004,9778.0,-,0
1894,2002-04-01,east midlands,80083,E12000004,9215.0,-,0
1895,2002-05-01,east midlands,82643,E12000004,12191.0,-,0
1896,2002-06-01,east midlands,84539,E12000004,9445.0,-,0
1897,2002-07-01,east midlands,88192,E12000004,10879.0,-,0
1898,2002-08-01,east midlands,91058,E12000004,11055.0,-,0
1899,2002-09-01,east midlands,91480,E12000004,8991.0,-,0
1900,2002-10-01,east midlands,93898,E12000004,9320.0,-,0
1901,2002-11-01,east midlands,96949,E12000004,10088.0,-,0
1902,2002-12-01,east midlands,98179,E12000004,9098.0,-,0
1903,2003-01-01,east midlands,100132,E12000004,6889.0,-,0
1904,2003-02-01,east midlands,102378,E12000004,6930.0,-,0
1905,2003-03-01,east midlands,101518,E12000004,7381.0,-,0
1906,2003-04-01,east midlands,106466,E12000004,7506.0,-,0
1907,2003-05-01,east midlands,108677,E12000004,8273.0,-,0
1908,2003-06-01,east midlands,109587,E12000004,8773.0,-,0
1909,2003-07-01,east midlands,111648,E12000004,9126.0,-,0
1910,2003-08-01,east midlands,114593,E12000004,9809.0,-,0
1911,2003-09-01,east midlands,114575,E12000004,9234.0,-,0
1912,2003-10-01,east midlands,116408,E12000004,10458.0,-,0
1913,2003-11-01,east midlands,117723,E12000004,9623.0,-,0
